,entry_id,updated,published,title,authors,summary,comment,journal_ref,doi,primary_category,categories,pdf_url
10,http://arxiv.org/abs/2305.05749v1,2023-05-09 20:06:09+00:00,2023-05-09 20:06:09+00:00,Spectrum of the linearized Vlasov--Poisson equation around steady states from galactic dynamics,"Matias Moreno, Paola Rioseco, Hanne Van Den Bosch","We study the linearized Vlasov-Poisson equation in the gravitational case
around steady states that are decreasing and continuous functions of the
energy. We identify the absolutely continuous spectrum and give criteria for
the existence of oscillating modes and estimate their number. Our method allows
us to take into account an attractive external potential.","17 pages, 2 figures",,,math-ph,"['math-ph', 'astro-ph.GA', 'math.AP', 'math.MP', 'math.SP', '35Q83, 35Q85, 35P15, 70K20']",http://arxiv.org/pdf/2305.05749v1
11,http://arxiv.org/abs/2305.05622v1,2023-05-09 17:07:59+00:00,2023-05-09 17:07:59+00:00,Multilinear Hyperquiver Representations,"Tommi Muller, Vidit Nanda, Anna Seigal","We count singular vector tuples of a system of tensors assigned to the edges
of a directed hypergraph. To do so, we study the generalisation of quivers to
directed hypergraphs. Assigning vector spaces to the nodes of a hypergraph and
multilinear maps to its hyperedges gives a hyperquiver representation.
Hyperquiver representations generalise quiver representations (where all
hyperedges are edges) and tensors (where there is only one multilinear map).
The singular vectors of a hyperquiver representation are a compatible
assignment of vectors to the nodes. We compute the dimension and degree of the
variety of singular vectors of a sufficiently generic hyperquiver
representation. Our formula specialises to known results that count the
singular vectors and eigenvectors of a generic tensor.",,,,math.AG,"['math.AG', 'math.SP', '14D21, 14C17, 15A69, 15A18, 16G20']",http://arxiv.org/pdf/2305.05622v1
12,http://arxiv.org/abs/2305.05224v1,2023-05-09 07:39:40+00:00,2023-05-09 07:39:40+00:00,Localization for random quasi-one-dimensional models,Hakim Boumaza,"In this paper we review results of Anderson localization for different random
families of operators which enter in the framework of random
quasi-one-dimensional models. We first recall what is Anderson localization
from both physical and mathematical point of views. From the Anderson-Bernoulli
conjecture in dimension 2 we justify the introduction of quasi-one-dimensional
models. Then we present different types of these models : the Schr{\""o}dinger
type in the discrete and continuous cases, the unitary type, the Dirac type and
the point-interactions type. In a second part we present tools coming from the
study of dynamical systems in dimension one : the transfer matrices formalism,
the Lyapunov exponents and the F{\""u}rstenberg group. We then prove a criterion
of localization for quasi-one-dimensional models of Schr{\""o}dinger type
involving only geometric and algebraic properties of the F{\""u}rstenberg group.
Then, in the last two sections, we review results of localization, first for
Schr{\""o}dinger type models and then for unitary type models. Each time, we
reduce the question of localization to the study of the F{\""u}rstenberg group
and show how to use more and more refined algebraic criterions to prove the
needed properties of this group. All the presented results for
quasi-one-dimensional models of Schr{\""o}dinger type include the case of
Bernoulli randomness.",,,,math-ph,"['math-ph', 'math.MP', 'math.SP']",http://arxiv.org/pdf/2305.05224v1
13,http://arxiv.org/abs/2305.05022v1,2023-05-08 19:57:48+00:00,2023-05-08 19:57:48+00:00,Fractal uncertainty in higher dimensions,Alex Cohen,"We prove that if a fractal set in $\mathbb{R}^d$ avoids lines in a certain
quantitative sense, which we call line porosity, then it has a fractal
uncertainty principle. The main ingredient is a new higher dimensional
Beurling-Malliavin multiplier theorem.",Comments welcome!,,,math.CA,"['math.CA', 'math.CV', 'math.SP']",http://arxiv.org/pdf/2305.05022v1
14,http://arxiv.org/abs/2305.04805v1,2023-05-08 16:03:06+00:00,2023-05-08 16:03:06+00:00,Spectral properties of generalized Cesàro operators in sequence spaces,"Angela A. Albanese, José Bonet, Werner J. Ricker","The generalized Ces\`aro operators $C_t$, for $t\in [0,1]$, were first
investigated in the 1980's. They act continuously in many classical Banach
sequence spaces contained in $\mathbb{C}^{\mathbb{N}_0}$, such as $\ell^p$,
$c_0$, $c$, $bv_0$, $bv$ and, as recently shown, \cite{CR4}, also in the
discrete Ces\`aro spaces $ces(p)$ and their (isomorphic) dual spaces $d_p$. In
most cases $C_t$ ($t\not=1$) is compact and its spectra and point spectrum,
together with the corresponding eigenspaces, are known. We study these
properties of $C_t$, as well as their linear dynamics and mean ergodicity, when
they act in certain non-normable sequence spaces contained in
$\mathbb{C}^{\mathbb{N}_0}$. Besides $\mathbb{C}^{\mathbb{N}_0}$ itself, the
Fr\'echet spaces considered are $\ell(p+)$, $ces(p+)$ and $d(p+)$, for $1\leq
p<\infty$, as well as the (LB)-spaces $\ell(p-)$, $ces(p-)$ and $d(p-)$, for
$1<p\leq\infty$.",34 pages,,,math.FA,"['math.FA', 'math.SP', 'Primary 46A45, 47B37, Secondary 46A04, 46A13, 47A10, 47A16, 47A35']",http://arxiv.org/pdf/2305.04805v1
15,http://arxiv.org/abs/2305.04624v1,2023-05-08 11:04:30+00:00,2023-05-08 11:04:30+00:00,Spectral properties of the Rhaly operator on weighted null sequence spaces and associated operator ideals,"Arnab Patra, Jyoti Rani, Sanjay Kumar Mahto","In this article, a comprehensive study is made on the continuity,
compactness, and spectrum of the lower triangular terraced matrix, introduced
by H. C. Rhaly, Jr. [Houston J. Math. 15(1): 137-146, 1989], acting on the
weighted null sequence spaces with bounded, strictly positive weights. Several
spectral subdivisions such as point spectrum, residual spectrum, and continuous
spectrum are also discussed. In addition, a new class of operator ideal
$\chi_{c_0(r)}^{(s)}$ associated to the Rhaly operator on weighted $c_0$ space
is defined using the concept of $s$-number and it is proved that under certain
condition, $\chi_{c_0(r)}^{(s)}$ forms a quasi-Banach closed operator ideal.",,,,math.SP,"['math.SP', '47A10 (Primary) 47B37, 46B45 (Secondary)']",http://arxiv.org/pdf/2305.04624v1
16,http://arxiv.org/abs/2305.04584v1,2023-05-08 09:49:40+00:00,2023-05-08 09:49:40+00:00,Effective lower bounds for spectra of random covers and random unitary bundles,Will Hide,"Let $X$ be a finite-area non-compact hyperbolic surface. We study the
spectrum of the Laplacian on random covering surfaces of X and on random
unitary bundles over X. We show that there is a constant $c > 0$ such that,
with probability tending to 1 as $n \to \infty$, a uniformly random degree-$n$
Riemannian covering surface $X_n$ of $X$ has no Laplacian eigenvalues below
$\frac{1}{4}-c\frac{(\log\log\log n)^2}{\log \log n}$ other than those of $X$
and with the same multiplicities. We also show that with probability tending to
1 as $n\to \infty$, a random unitary bundle $E_{\phi}$ over $X$ of rank $n$ has
no Laplacian eigenvalues below $\frac{1}{4}-c\frac{(\log\log n)^2}{\log n}$.",28 pages,,,math.SP,"['math.SP', 'math.DG', '58J50, 05C50']",http://arxiv.org/pdf/2305.04584v1
17,http://arxiv.org/abs/2305.04398v1,2023-05-08 00:48:59+00:00,2023-05-08 00:48:59+00:00,A universal inequality for Neumann eigenvalues of the Laplacian on a convex domain in Euclidean space,Kei Funano,"We obtain a new upper bound for Neumann eigenvalues of the Laplacian on a
bounded convex domain in Euclidean space. As an application of the upper bound
we derive universal inequalities for Neumann eigenvalues of the Laplacian.",6pages,,,math.SP,"['math.SP', 'math.DG', 'math.MG']",http://arxiv.org/pdf/2305.04398v1
18,http://arxiv.org/abs/2305.03875v1,2023-05-05 23:27:25+00:00,2023-05-05 23:27:25+00:00,Kronecker Product of Tensors and Hypergraphs,"Joshua Pickard, Cooper Stansbury, Can Chen, Amit Surana, Anthony Bloch, Indika Rajapakse","This article offers a system-theoretic analysis of networks of networks that
are formed via the Kronecker product of hypergraphs. Hypergraphs generalize
graph theory to account for multiway relationships which are ubiquitous in many
real-world systems. We extend the notion of the matrix Kronecker product to a
tensor Kronecker product, present various properties of the Kronecker product
among tensors, and express tensor decompositions such as Tucker, HOSVD, and CPD
with tensor Kronecker product. We formulate a network-of-networks approach to
study the structure and dynamics of Kronecker hypergraphs. We derive conditions
that allow the study of the multilinear system trajectory and stability of a
hypergraph through its Kronecker factor hypergraphs.","34 pages, 6 figures",,,math.DS,"['math.DS', 'math.SP']",http://arxiv.org/pdf/2305.03875v1
19,http://arxiv.org/abs/2305.02686v1,2023-05-04 10:00:26+00:00,2023-05-04 10:00:26+00:00,Geometric bounds for the magnetic Neumann eigenvalues in the plane,"Bruno Colbois, Corentin Léna, Luigi Provenzano, Alessandro Savo","We consider the eigenvalues of the magnetic Laplacian on a bounded domain
$\Omega$ of $\mathbb R^2$ with uniform magnetic field $\beta>0$ and magnetic
Neumann boundary conditions. We find upper and lower bounds for the ground
state energy $\lambda_1$ and we provide semiclassical estimates in the spirit
of Kr\""oger for the first Riesz mean of the eigenvalues. We also discuss upper
bounds for the first eigenvalue for non-constant magnetic fields
$\beta=\beta(x)$ on a simply connected domain in a Riemannian surface. In
particular: we prove the upper bound $\lambda_1<\beta$ for a general plane
domain, and the upper bound $\lambda_1<\sup_{x\in\Omega}|\beta(x)|$ for a
variable magnetic field when $\Omega$ is simply connected. For smooth domains,
we prove a lower bound of $\lambda_1$ depending only on the intensity of the
magnetic field $\beta$ and the rolling radius of the domain. The estimates on
the Riesz mean imply an upper bound for the averages of the first $k$
eigenvalues which is sharp when $k\to\infty$ and consists of the semiclassical
limit $\dfrac{2\pi k}{|\Omega|}$ plus an oscillating term. We also construct
several examples, showing the importance of the topology: in particular we show
that an arbitrarily small tubular neighborhood of a generic simple closed curve
has lowest eigenvalue bounded away from zero, contrary to the case of a simply
connected domain of small area, for which $\lambda_1$ is always small.",,,,math.SP,"['math.SP', 'math-ph', 'math.AP', 'math.MP']",http://arxiv.org/pdf/2305.02686v1
20,http://arxiv.org/abs/2305.02683v1,2023-05-04 09:55:11+00:00,2023-05-04 09:55:11+00:00,Maps preserving the $\varepsilon$-Pseudo Spectrum of some product of operators,"Hamze Bagherinejad, Ali Iloon Kashkooly, Rohollah Parvinianzadeh","Let $B(H)$ be the algebra of all bounded linear operators on
infinite-dimensional complex Hilbert space $H$. For $T, S \in B(H)$ denote by
$T\bullet S=TS+ST^{\ast}$ and $[T\circ S]_{\ast}=TS-ST^{\ast}$ the Jordan
$\ast$-product and the skew Lie product of $T$ and $S$, respectively. Fix
$\varepsilon > 0$ and $T \in B(H)$, let $\sigma_{\varepsilon}(T)$ denote the
$\varepsilon$-pseudo spectrum of $T$. In this paper, we describe bijective maps
$\varphi$ on $B(H)$ which satisfy \begin{align*}
\sigma_{\varepsilon}([T_{1}\bullet
T_{2},T_{3}]_{\ast})=\sigma_{\varepsilon}([\varphi(T_{1})\bullet
\varphi(T_{2}),\varphi(T_{3})]_{\ast}), \end{align*} for all $T_{1}, T_{2},
T_{3} \in B(H)$. We also characterize bijective maps $\varphi: B(H) \rightarrow
B(H)$ that satisfy \begin{align*} \sigma_{\varepsilon}(T_{1}\diamond
T_{2}\circ_{\ast} T_{3})=\sigma_{\varepsilon}(\varphi(T_{1})\diamond
\varphi(T_{2})\circ_{\ast} \varphi(T_{3})), \end{align*} for all $T_{1}, T_{2},
T_{3} \in B(H)$, where $T_{1}\diamond
T_{2}=T_{1}T_{2}^{\ast}+T_{2}^{\ast}T_{1}$ and $T_{1}\circ_{\ast}
T_{2}=T_{1}T_{2}^{\ast}-T_{2}T_{1}$.",,,,math.SP,['math.SP'],http://arxiv.org/pdf/2305.02683v1
21,http://arxiv.org/abs/2305.02529v1,2023-05-04 03:42:10+00:00,2023-05-04 03:42:10+00:00,Inverse spectral problem for differential pencils with a frozen argument,"Yi-teng Hu, Murat Sat","This paper deals with differential pencils possessing a term depending on the
unknown function with a fixed argument. We deduce the so called main equation
together with its fine structure for the spectral problem. Then, according to
the boundary conditions and the position of argument, we describe two cases:
degenerate and non-degenerate. For these two cases, the uniqueness of inverse
spectral problem are studied and a constructive procedure for reconstructing
the potentials along with necessary and sufficient conditions of its
solvability are obtained.",arXiv admin note: text overlap with arXiv:1707.00828 by other authors,,,math.CA,"['math.CA', 'math.SP']",http://arxiv.org/pdf/2305.02529v1
22,http://arxiv.org/abs/2305.02228v1,2023-05-03 16:10:16+00:00,2023-05-03 16:10:16+00:00,Explicit spectral gaps for Hecke congruence covers of arithmetic Schottky surfaces,Louis Soares,"Let $\Gamma$ be a Schottky subgroup of $\mathrm{SL}_2(\mathbb{Z})$ and let
$X=\Gamma\backslash \mathbb{H}^2$ be the associated hyperbolic surface.
Conditional on the generalized Riemann hypothesis for quadratic $L$-functions,
we establish a uniform and explicit spectral gap for the Laplacian on the Hecke
congruence covers $ X_0(p) = \Gamma_0(p)\backslash \mathbb{H}^2$ of $X$ for
""almost"" all primes $p$, provided the limit set of $\Gamma$ is thick enough.",29 pages. arXiv admin note: text overlap with arXiv:2301.03023,,,math.SP,"['math.SP', 'math.DG', 'math.NT', '58J50 (Primary) 11M36, 11F06 (Secondary)']",http://arxiv.org/pdf/2305.02228v1
23,http://arxiv.org/abs/2305.01916v1,2023-05-03 06:17:15+00:00,2023-05-03 06:17:15+00:00,A remark on decay rates of odd partitions: An application of spectral asymptotics of the Neumann--Poincaré operators,Yoshihisa Miyanishi,"We introduce a theorem currently proved unique by the asymptotic behaviors of
eigenvalues of a compact operator. Specifically, a problem of partitions is
considered and the Neumann--Poincar\'e operator is employed as the compact
linear operator. Then a theorem is proved by the spectrum of the
Neumann--Poincar\'e operator.",6pages,,,math.SP,"['math.SP', 'math.NT', '97I30 (primary), 58C40, 11M06 (secondary)']",http://arxiv.org/pdf/2305.01916v1
24,http://arxiv.org/abs/2305.01691v1,2023-05-02 18:01:05+00:00,2023-05-02 18:01:05+00:00,Avoiding discretization issues for nonlinear eigenvalue problems,"Matthew J. Colbrook, Alex Townsend","The first step when solving an infinite-dimensional eigenvalue problem is
often to discretize it. We show that one must be extremely careful when
discretizing nonlinear eigenvalue problems. Using examples, we show that
discretization can: (1) introduce spurious eigenvalues, (2) entirely miss
spectra, and (3) bring in severe ill-conditioning. While there are many
eigensolvers for solving matrix nonlinear eigenvalue problems, we propose a
solver for general holomorphic infinite-dimensional nonlinear eigenvalue
problems that avoids discretization issues, which we prove is stable and
converges. Moreover, we provide an algorithm that computes the problem's
pseudospectra with explicit error control, allowing verification of computed
spectra. The algorithm and numerical examples are publicly available in
$\texttt{infNEP}$, which is a software package written in MATLAB.",,,,math.NA,"['math.NA', 'cs.NA', 'cs.SY', 'eess.SY', 'math-ph', 'math.MP', 'math.SP', '35P30, 65N25, 65N30, 47A10']",http://arxiv.org/pdf/2305.01691v1
25,http://arxiv.org/abs/2305.01369v1,2023-05-02 12:40:41+00:00,2023-05-02 12:40:41+00:00,The spectrum of the Poincar{é} operator in an ellipsoid,"Yves Colin de Verdìère, Jérémie Vidal","We reprove the fact, due to Backus, that the Poincar{\'e} operator in
ellipsoids admits a pure point spectrum with polynomial eigenfunctions.We then
show that the eigenvalues of the Poincar{\'e} operator restricted to polynomial
vector fields of fixed degree admitsa limit repartition given by a probability
measure that we construct explicitely. For that, we use Fourier integral
operators and ideas comingfrom Alan Weinstein and the first author in the
seventies. The starting observation is that the orthogonal polynomials in
ellipsoids satisfy a PDE.",,,,math.AP,"['math.AP', 'math-ph', 'math.CA', 'math.DG', 'math.MP', 'math.SP']",http://arxiv.org/pdf/2305.01369v1
26,http://arxiv.org/abs/2305.01231v1,2023-05-02 07:13:05+00:00,2023-05-02 07:13:05+00:00,Solving the inverse Sturm-Liouville problem with singular potential and with polynomials in the boundary conditions,"Egor E. Chitorkin, Natalia P. Bondarenko","In this paper, we for the first time get constructive solution for the
inverse Sturm-Liouville problem with complex-valued singular potential and with
polynomials of the spectral parameter in the boundary conditions. The
uniqueness of recovering the potential and the polynomials from the Weyl
function is proved. An algorithm of solving the inverse problem is obtained and
justified. More concretely, we reduce the nonlinear inverse problem to a linear
equation in the Banach space of bounded infinite sequences and then derive
reconstruction formulas for the problem coefficients, which are new even for
the case of regular potential. Note that the spectral problem in this paper is
investigated in the general non-self-adjoint form, and our method does not
require the simplicity of the spectrum. In the future, our results can be
applied to investigation of the inverse problem solvability and stability as
well as to development of numerical methods for the reconstruction.",,,,math.SP,['math.SP'],http://arxiv.org/pdf/2305.01231v1
27,http://arxiv.org/abs/2305.00797v1,2023-05-01 13:03:58+00:00,2023-05-01 13:03:58+00:00,Lower bounds on the energy of the Bose gas,"Søren Fournais, Theotime Girardot, Lukas Junge, Leo Morin, Marco Olivieri","We present an overview of the approach to establish a lower bound to the
ground state energy for the dilute, interacting Bose gas in a periodic box. In
this paper the size of the box is larger than the Gross-Pitaevski length scale.
The presentation includes both the 2 and 3 dimensional cases, and catches the
second order correction, i.e. the Lee-Huang-Yang term. The calculation on a box
of this length scale is the main step to calculate the energy in the
thermodynamic limit. However, the periodic boundary condition simplifies many
steps of the argument considerably compared to the localized problem coming
from the thermodynamic case.",,,,math-ph,"['math-ph', 'math.AP', 'math.MP', 'math.SP', '81V73, 81V70']",http://arxiv.org/pdf/2305.00797v1
28,http://arxiv.org/abs/2305.00457v2,2023-05-06 15:03:26+00:00,2023-04-30 11:42:42+00:00,Absolute continuity of the integrated density of states in the localized regime,"Jing Wang, Xu Xu, Jiangong You, Qi Zhou","We establish the absolute continuity of the integrated density of states
(IDS) for quasi-periodic Schr\""odinger operators with a large trigonometric
potential and Diophantine frequency. This partially solves Eliasson's open
problem in 2002. Furthermore, this result can be extended to a class of
quasi-periodic long-range operators on $\ell^2(\Z^d)$. Our proof is based on
stratified quantitative almost reducibility results of dual cocycles.
Specifically, we prove that a generic analytic one-parameter family of
cocycles, sufficiently close to constant coefficients, is reducible except for
a zero Hausdorff dimension set of parameters. This result affirms Eliasson's
conjecture in 2017.",,,,math.SP,"['math.SP', 'math.DS']",http://arxiv.org/pdf/2305.00457v2
29,http://arxiv.org/abs/2304.14776v1,2023-04-28 11:36:25+00:00,2023-04-28 11:36:25+00:00,Bound States in Bent Soft Waveguides,"Pavel Exner, Semjon Vugalter","The aim of this paper is to show that a two-dimensional Schr\""odinger
operator with the potential in the form of a `ditch' of a fixed profile can
have a geometrically induced discrete spectrum; this happens if such a
potential channel has a single or multiple bends being straight outside a
compact. Moreover, under stronger geometric restrictions the claim remains true
in the presence of a potential bias at one of the channel `banks'.","26 pages, two figures",,,math.SP,"['math.SP', 'math-ph', 'math.MP', 'quant-ph', '81Q37, 35J10, 35P15']",http://arxiv.org/pdf/2304.14776v1
30,http://arxiv.org/abs/2304.14565v2,2023-05-01 16:14:15+00:00,2023-04-27 23:35:17+00:00,Infinite volume and atoms at the bottom of the spectrum,"Sam Edwards, Mikolaj Fraczyk, Minju Lee, Hee Oh","Let $G$ be a higher rank simple real algebraic group, or more generally, any
semisimple real algebraic group with no rank one factors and $X$ the associated
Riemannian symmetric space. For any Zariski dense discrete subgroup $\Gamma<G$,
we prove that $\mathrm{Vol}(\Gamma\backslash X)=\infty$ if and only if no
positive Laplace eigenfunction belongs to $L^2(\Gamma\backslash X)$, or
equivalently, the bottom of the $L^2$-spectrum is not an atom of the spectral
measure of the negative Laplacian.","9 pages, 1 figure",,,math.SP,"['math.SP', 'math.DS', 'math.GR', 'math.GT', '37A17']",http://arxiv.org/pdf/2304.14565v2
